text,FE.ADEME.ID,FE.VAL,FE.Incertitude
ble tendre moyenne a partir de cas d etudes optimises,42045,0.444,1.0
ble tendre prairie permanente avec trefle region du nord ouest,28392,0.3,1.0
ble tendre prairie permanente sans trefle auvergne,28394,0.389,1.0
ble tendre scenario de base,43828,0.445,1.0
ble tendre entier ou froment cru,33565,0.738,1.0
bleu de gex ou fromage bleu du haut jura ou bleu de septmoncel aoc,32986,5.49,1.0
blini,33546,1.73,1.0
boeuf a bourguignon ou pot au feu,41424,27.8,1.0
boeuf a bourguignon ou pot au feu cru,34269,33.8,1.0
boeuf a bourguignon ou pot au feu cuit,34377,42.7,1.0
boeuf bavette d aloyau,41426,27.8,1.0
boeuf bavette d aloyau crue,34268,33.8,1.0
boeuf bavette d aloyau grillee poelee,34375,42.8,1.0
boeuf biologique moyenne nationale,44082,15.6,1.0
boeuf boule de macreuse,41428,27.9,1.0
boeuf boule de macreuse crue,34265,42.3,1.0
boeuf boule de macreuse grillee poelee,34373,53.6,1.0
boeuf boule de macreuse rotie cuite au four,34376,53.5,1.0
boeuf boulettes cuites,32555,37.2,1.0
boeuf braise,34360,42.7,1.0
boeuf collier,41433,44.1,1.0
boeuf collier braise,34378,53.5,1.0
boeuf conventionnel fourrage intensif,28349,17.0,1.0
boeuf cote,41434,28.0,1.0
boeuf cote crue,34253,34.0,1.0
boeuf entrecote,41435,28.0,1.0
boeuf entrecote crue,34256,34.0,1.0
boeuf entrecote partie maigre grillee poelee,34359,43.0,1.0
boeuf epaule,41437,27.8,1.0
boeuf epaule crue,34254,33.8,1.0
boeuf faux filet,41438,27.8,1.0
boeuf faux filet cru,34257,33.8,1.0
boeuf faux filet grille poele,34363,42.8,1.0
boeuf faux filet label rouge cru,34258,33.8,1.0
boeuf faux filet roti cuit au four,34362,42.7,1.0
boeuf gite a la noix,41442,27.8,1.0
boeuf gite a la noix cru,34255,33.8,1.0
boeuf gite a la noix cuit,34361,42.7,1.0
boeuf hampe,41444,27.8,1.0
boeuf hampe crue,34260,33.8,1.0
boeuf hampe grillee poelee,34365,42.8,1.0
boeuf jarret,41446,35.6,1.0
boeuf jarret bouilli cuit a l eau,34367,43.2,1.0
boeuf jarret cru,34262,34.0,1.0
boeuf joue,41448,28.4,1.0
boeuf joue braisee ou bouillie,34366,34.4,1.0
boeuf joue crue,34261,33.8,1.0
boeuf moyenne nationale,43829,14.5,1.0
boeuf onglet,41450,27.8,1.0
boeuf onglet cru,34266,33.8,1.0
boeuf onglet grille,34371,42.7,1.0
boeuf paleron,41452,44.3,1.0
boeuf paleron braise ou bouilli,34380,53.7,1.0
boeuf paleron cru,34271,42.3,1.0
boeuf plat de cotes,41454,35.5,1.0
boeuf plat de cotes braise,34364,43.0,1.0
boeuf plat de cotes cru,34259,34.0,1.0
boeuf queue,41456,35.6,1.0
boeuf queue bouillie cuite a l eau,34381,43.2,1.0
boeuf rosbif,41457,35.3,1.0
boeuf rosbif roti cuit au four,34374,42.7,1.0
boeuf rumsteck,41458,27.8,1.0
boeuf rumsteck cru,34267,33.8,1.0
boeuf rumsteck grille,34372,42.7,1.0
boeuf steak ou bifteck,41468,27.8,1.0
boeuf steak ou bifteck cru,34264,33.8,1.0
boeuf steak ou bifteck grille,34370,42.7,1.0
boeuf tende de tranche,41470,27.8,1.0
boeuf tende de tranche crue,34263,33.8,1.0
boeuf tende de tranche grillee poelee,34368,42.8,1.0
boeuf tende de tranche rotie cuite au four,34369,42.7,1.0
boeuf aux carottes,33739,26.0,1.0
boeuf bourguignon,33757,28.2,1.0
boeuf steak hache cru,34270,41.4,1.0
boeuf steak hache cuit,34379,52.4,1.0
bogue crue,33799,1.51,1.0
bois buche d humidite,14219,2.33,0.5
bois buches combustion en chaudiere,25830,0.032,1.0
bois buches combustion en poele a bois,25834,0.046,1.0
bois courte duree de vie ameublement,20908,36.7,0.5
bois d oeuvre construction,20721,36.7,0.2
bois granule combustion en chaudiere,25829,0.027,1.0
bois granules combustion en poele a bois,25833,0.032,1.0
bois plaquette combustion en chaudiere,25831,0.013,1.0
bois plaquette combustion en poele a bois,25832,0.023,1.0
autres services personnels,43306,172.0,0.8
boisson a base d avoine nature,32618,0.364,1.0
boisson a base de riz nature,32546,1.08,1.0
boisson a l amande,32616,1.08,1.0
boisson a l eau minerale ou de source aromatisee,32605,0.402,1.0
boisson a l eau minerale ou de source aromatisee non sucree avec edulcorants,44525,0.377,1.0
boisson a l eau minerale ou de source aromatisee non sucree sans edulcorant,44526,0.377,1.0
boisson a l eau minerale ou de source aromatisee sucree,44527,0.377,1.0
boisson a la noix de coco nature,39799,0.853,1.0
boisson a la noix de coco nature preemballee,44522,0.836,1.0
boisson au jus de fruit et au lait,32602,0.851,1.0
boisson au soja,32617,0.417,1.0
boisson au soja aromatisee,39805,0.443,1.0
boisson au soja aromatisee sucree,44529,0.435,1.0
boisson au soja aromatisee sucree enrichie en calcium,44530,0.435,1.0
boisson au soja nature,39807,0.436,1.0
boisson au soja nature enrichie en calcium,44532,0.435,1.0
boisson au the aromatisee,32611,0.612,1.0
boisson au the aromatisee non sucree avec edulcorants,44533,0.419,1.0
boisson au the aromatisee sucree,44534,0.419,1.0
boisson au the aromatisee sucree avec edulcorants,44535,0.419,1.0
boisson aux fruits pour bebe des mois,33246,0.782,1.0
boisson cacaotee ou au chocolat instantanee,39813,1.48,1.0
boisson cacaotee ou au chocolat instantanee sucree,32625,1.54,1.0
boisson cacaotee ou au chocolat instantanee sucree enrichie en vitamines prete a boire reconstituee avec du lait demi ecr std,44537,1.4,1.0
boisson cacaotee ou au chocolat instantanee sucree prete a boire reconstituee avec du lait demi ecreme standard,44538,1.4,1.0
boisson energisante,32614,0.51,1.0
boisson energisante non sucree,39814,0.472,1.0
boisson energisante non sucree avec edulcorants,44539,0.685,1.0
boisson energisante sucree,39815,0.472,1.0
boisson gazeuse sans fruit,32608,0.572,1.0
boisson gazeuse sans jus de fruit,39821,0.512,1.0
boisson gazeuse sans jus de fruit sucree,44546,0.493,1.0
boisson gazeuse sans jus de fruit sucree avec edulcorants,44547,0.493,1.0
boisson gazeuse aux fruits a moins de de jus non sucree,39816,0.387,1.0
boisson gazeuse aux fruits a moins de de jus non sucree avec edulcorants,44541,0.377,1.0
boisson gazeuse aux fruits a moins de de jus non sucree sans edulcorant,44542,0.377,1.0
boisson gazeuse aux fruits a moins de de jus sucree,39818,0.439,1.0
boisson gazeuse aux fruits a moins de de jus sucree avec edulcorants,44544,0.409,1.0
boisson gazeuse aux fruits de a de jus sucree,39820,0.439,1.0
boisson gazeuse aux fruits,32607,0.451,1.0
boisson infantile cereales lactees,33247,1.69,1.0
boisson infantile cereales lactees aux fruits pour le gouter des mois,39756,1.61,1.0
boisson infantile cereales lactees aux legumes pour diner des mois,39757,1.62,1.0
boisson infantile cereales lactees pour le petit dejeuner,39758,1.62,1.0
boisson infantile cereales lactees pour le petit dejeuner des mois,39759,1.62,1.0
boisson lactee lait fermente ou yaourt a boire,40681,1.67,1.0
boisson lactee lait fermente ou yaourt a boire aromatise sucre,44556,1.98,1.0
boisson lactee lait fermente ou yaourt a boire aux fruits sucre,44557,1.98,1.0
boisson lactee lait fermente ou yaourt a boire nature sucre au l casei,44558,1.98,1.0
boisson lactee aromatisee sucree,32603,1.64,1.0
boisson lactee aromatisee a la fraise sucree,39823,1.38,1.0
boisson lactee aromatisee a la fraise sucree au lait partiellement ecreme enrichie a la vitamine d,44554,1.51,1.0
boisson lactee aromatisee au chocolat sucree,39824,1.38,1.0
boisson lactee aromatisee au chocolat sucree au lait partiellement ecreme enrichie et ou restauree en vitamines et ou mineraux,44555,1.51,1.0
boisson plate aux fruits a de jus a teneur reduite en sucres,39825,0.561,1.0
boisson plate aux fruits a de jus sucree,39826,0.561,1.0
boisson plate aux fruits a moins de de jus sucree,39827,0.561,1.0
boisson plate aux fruits teneur en jus non specifiee sucree,39828,0.561,1.0
boisson plate aux fruits a moins de de jus,39829,0.387,1.0
boisson plate aux fruits a moins de de jus non sucree avec edulcorants,44563,0.377,1.0
boisson plate aux fruits sucree,32612,0.609,1.0
boisson preparee a partir de sirop a diluer type menthe fraise,39830,0.102,1.0
boisson preparee a partir de sirop a diluer type menthe fraise etc sucre dilue dans l eau,32610,0.113,1.0
bonbon bouchee au chocolat fourrage gaufrettes biscuit,41340,9.72,1.0
bonbon au caramel mou,41341,1.73,1.0
bonbon dur et sucette,41342,1.73,1.0
bonbon gelifie,41343,1.57,1.0
bonbons tout type,32851,2.91,1.0
bonite crue,33800,8.49,1.0
bouchee a la reine a la viande volaille quenelle,39942,4.47,1.0
bouchee a la reine au poisson et fruits de mer,32939,7.72,1.0
bouchee chocolat fourrage fruits a coques et ou praline,32833,13.2,1.0
bouchees ou emince au soja et ble ne convient pas aux veganes ou vegetaliens preemballe,41475,2.11,1.0
bouchon la r vin effervescent g,20656,4770.0,0.5
bouchon liege agglomere vin tranquille g,20650,2200.0,0.5
bouchon liege naturel vin tranquille g,20649,2310.0,0.5
bouchon liege technique vin effervescent g,20657,4220.0,0.5
bouchon liege technique vin tranquille g,20651,4030.0,0.5
bouchon synthetique pe co extrude g,20652,2530.0,0.3
boudin blanc truffe cru,32724,16.0,1.0
boudin noir,32723,9.62,1.0
boudin noir rayon frais,41477,1.64,1.0
boudin noir saute poele,41478,1.64,1.0
bouilloire,28306,9.91,0.5
bouillon de boeuf deshydrate reconstitue,39944,0.144,1.0
bouillon de legumes deshydrate reconstitue,34175,0.321,1.0
bouillon de volaille,39946,0.134,1.0
bouillon de volaille deshydrate reconstitue,44580,0.103,1.0
boules de mais soufflees au miel non enrichies en vitamines et mineraux,41033,3.56,1.0
boules de mais soufflees au miel enrichies en vitamines et mineraux,41034,3.56,1.0
boules de mais cereales soufflees,32710,3.46,1.0
boulette vegetale au soja et ou ble preemballee,39947,1.96,1.0
boulettes au boeuf a la sauce tomate,33765,13.9,1.0
boulettes au buf a la sauce tomate,39948,11.6,1.0
boulettes aux legumes sans viande,44585,2.28,1.0
boulgour de ble cru,33583,0.872,1.0
boulgour de ble cuit,41036,0.487,1.0
boulgour de ble cuit non sale,33600,0.361,1.0
brebis de reforme biologique systeme n,28602,18.0,1.0
brebis de reforme conventionnel,43830,18.3,1.0
brebis de reforme conventionnel systeme roquefort,43831,7.13,1.0
brebis reforme biologique,42333,9.6,1.0
brebis reforme biologique systeme numero,44085,11.9,1.0
breme cru,33826,11.9,1.0
bresaola,32728,12.6,1.0
brick a l oeuf,39950,3.52,1.0
brick a la pomme de terre,39949,3.52,1.0
brick au boeuf,39951,3.52,1.0
brick garni,32938,2.74,1.0
brick garni garniture crevettes legumes volaille viande poisson etc,39952,3.52,1.0
brie,32953,5.49,1.0
brie sans precision,40686,5.27,1.0
brie de meaux,40684,5.11,1.0
brie de melun,40685,5.16,1.0
brioche,33560,4.91,1.0
brioche de boulangerie traditionnelle,41042,3.37,1.0
brioche preemballee,41043,3.37,1.0
brioche sans precision,41044,3.37,1.0
brioche aux pepites de chocolat,33555,4.56,1.0
brioche fourree au chocolat,33556,6.6,1.0
brioche fourree aux fruits,33557,6.6,1.0
brioche pur beurre,41041,3.37,1.0
briquette de lignite,12907,0.4,0.1
brochette d agneau,32561,62.4,1.0
brochette de boeuf,32558,42.7,1.0
brochette de poisson,33725,13.5,1.0
brochette de porc crue,32562,6.31,1.0
brochette de volaille,32557,7.31,1.0
brochette mixte de viande,32559,6.38,1.0
brocoli cru,33272,0.679,1.0
brocoli cuit,33347,1.33,1.0
brocoli puree,33410,1.24,1.0
brocoli surgele,40269,1.17,1.0
brocoli surgele cru,33316,1.19,1.0
brocoli surgele cuit,33398,1.49,1.0
bromoethane,43071,0.49,0.3
brownie au chocolat,33137,8.96,1.0
broyats de cagettes et de pallettes d humidite,14231,0.216,0.5
buche de noel patissiere,33136,8.66,1.0
buche glacee,32877,2.37,1.0
burger au poisson,34062,1.66,1.0
burger au poulet,34072,4.16,1.0
burger vegetarien,39956,2.31,1.0
burritos,33625,9.51,1.0
bus ratp,27086,0.0217,0.7
butane,43626,0.006,0.3
butane inclus maritime,13494,0.267,0.05
buf steak hache mg,41460,34.1,1.0
buf steak hache mg cru,44506,35.7,1.0
buf steak hache mg cuit,44507,45.2,1.0
cabillaud cru,33773,11.0,1.0
cabillaud cuit,33861,13.4,1.0
cabillaud cuit a la vapeur,41487,13.2,1.0
cabillaud roti cuit au four,41488,13.2,1.0
cable electrique externe alimentation principale conducteur cuivre isolation pe et gaine pvc,24249,0.378,1.0
cable electrique interne alimentation conducteur cuivre isolation pe,24250,0.0739,1.0
cable electrique interne signal conducteur cuivre isolation pe,24251,0.0215,1.0
cacahuete grillee,40272,4.16,1.0
cacahuete grillee salee,44628,4.18,1.0
cacahuete ou arachide,33100,4.68,1.0
cacahuetes arachide enrobees d un biscuit pour aperitif,32644,3.34,1.0
cacahuetes enrobees de chocolat drageifiees,32832,13.2,1.0
cacao conventionnel moyenne nationale aliments pour animaux,28421,3.14,1.0
cacao non sucre,39831,27.1,1.0
cacao non sucre poudre soluble,32595,26.4,1.0
cadran photo numerique,27032,40.2,0.5
cadre de lit,26970,115.0,0.3
cafe decafeine,39838,28.7,1.0
cafe decafeine poudre soluble,32594,26.2,1.0
cafe instantane,39839,1.59,1.0
cafe instantane non sucre pret a boire,32624,1.44,1.0
cafe moulu,32591,9.4,1.0
cafe non instantane,39841,0.6,1.0
cafe non instantane non sucre pret a boire,32619,0.557,1.0
cafe poudre soluble,32592,24.5,1.0
cafe au lait cafe creme ou cappuccino,39834,0.503,1.0
cafe au lait cafe creme ou cappuccino instantane ou non non sucre pret a boire,32626,0.512,1.0
cafe au lait ou cappuccino poudre soluble,32599,8.1,1.0
cafe au lait ou cappuccino au chocolat poudre soluble,32600,8.64,1.0
cafe decafeine instantane,39835,1.69,1.0
cafe decafeine instantane non sucre pret a boire,32623,1.53,1.0
cafe decafeine non instantane,39836,0.645,1.0
cafe decafeine non instantane non sucre pret a boire,32621,0.603,1.0
cafe expresso non instantane,39837,0.6,1.0
cafe expresso non instantane non sucre pret a boire,32622,0.557,1.0
caille viande et peau,41489,9.33,1.0
caille viande et peau cuite,34354,7.58,1.0
caisse bois,20665,700.0,1.0
cake aux fruits,33184,3.61,1.0
cake sale garniture fromage legumes viande poisson volaille etc,32928,3.61,1.0
cake sale garniture fromage legumes volaille viande poisson etc,39958,3.91,1.0
calissons d aix en provence,32856,0.838,1.0
calmar ou calamar ou encornet a la romaine beignet,33945,5.32,1.0
calmar ou calamar ou encornet bouilli cuit a l eau,33486,6.61,1.0
calmar ou calamar ou encornet cru,33473,12.2,1.0
calmar ou calamar ou encornet frit ou poele avec matiere grasse,33487,6.52,1.0
camembert,32949,5.49,1.0
camembert sans precision,40688,5.23,1.0
camembert au lait cru,40687,5.23,1.0
camion porteur,21042,0.0609,0.7
camion porteur m,28049,0.0543,0.7
camion porteur demenagement m,21043,0.962,0.7
camion porteur express traction ptac t,21066,0.378,0.7
camion porteur marchandises diverses ptac t,21058,0.461,0.7
camion porteur messagerie frigorifique ramasse distribution ptac t,21061,0.344,0.7
camion porteur messagerie ramasse distribution ptac t,21063,0.378,0.7
camion remorque grand volume ptra t,21057,1.07,0.7
canalisations pvc,20697,2.47,0.1
canape convertible,26966,198.0,0.15
canape cuir,26965,182.0,0.15
canape textile,26964,179.0,0.15
canard cuisse avec peau,41494,6.98,1.0
canard cuisse avec peau sans os crue,34247,5.68,1.0
canard magret,41496,9.12,1.0
canard magret fume,32717,7.84,1.0
canard magret cru,34249,7.31,1.0
canard magret grille poele,34356,7.31,1.0
canard viande,41500,6.98,1.0
canard viande et peau,41498,6.98,1.0
canard viande et peau cru,34248,5.68,1.0
canard viande et peau roti cuit au four,44655,10.8,1.0
canard viande crue,34246,5.68,1.0
canard viande rotie cuite au four,44657,10.8,1.0
canard a rotir conventionnel,43832,3.0,1.0
canard en sauce poivre vert chasseur etc,33758,5.16,1.0
canard engraissement conventionnel,43833,3.13,1.0
canard engraissement systeme conventionnel montagne nourri a l herbe,28345,3.34,1.0
canard rotie cuite au four,34355,7.58,1.0
canele,33134,2.35,1.0
canneberge ou cranberry crue,33080,1.16,1.0
cannelle poudre,32887,0.688,1.0
cantal salers ou laguiole,32997,6.27,1.0
cantal entre deux,40689,5.98,1.0
capelan cru,33805,8.49,1.0
capsule a vis aluminium joint pe etain moyenne g,20655,7630.0,0.3
capsule a vis aluminium recyclage joint pe etain g,20653,10600.0,0.3
capsule surbouchage composite aluminium recyclage vin effervescent g,20662,5680.0,0.4
capsule surbouchage composite aluminium recycle pebd vin tranquille g,20658,7700.0,0.4
capsule surbouchage etain fe etain,20660,17100.0,1.0
capsule surbouchage pvc extrude vin tranquille g,20661,4400.0,0.25
carambole pulpe,40275,0.536,1.0
carambole pulpe crue,33067,0.48,1.0
carangue cru,33821,4.24,1.0
carbon tetrachloride,43072,2200.0,0.3
carbonate de calcium,20577,75.0,0.5
carbureacteur large coupe jet b,13865,3.76,0.05
cardamome poudre,32900,0.47,1.0
cardine franche crue,33793,11.0,1.0
cardon cru,33270,0.694,1.0
cardon cuit,33404,1.44,1.0
cargo a tonnes,28241,0.0132,0.6
cargo tonnes,28240,0.0191,0.6
cargo liaison inter iles,21397,0.137,0.2
cargo liaison inter iles mayotte anjouan,21401,1.74,0.2
cargo liaison inter iles petite terre grande terre,21402,2.88,0.2
cargo inter iles mayotte anjouan,28245,1.59,0.2
cargo inter iles petit terre grande terre,28246,2.64,0.2
cargo inter iles polynesie,28244,0.137,0.2
carotte,34899,4393.0,1.0
carotte appertisee,40278,1.02,1.0
carotte appertisee egouttee,33348,1.17,1.0
carotte biologique,44086,0.0904,1.0
carotte conventionne precoce,43843,0.0799,1.0
carotte conventionnel,42054,0.0782,1.0
carotte conventionnel automne,43835,0.0485,1.0
carotte conventionnel de saison,43838,0.0472,1.0
carotte conventionnel hiver,43839,0.0573,1.0
carotte conventionnel moyenne nationale,43834,0.0677,1.0
carotte crue,33252,0.387,1.0
carotte cuite,33349,1.05,1.0
carotte prairie permanente biologique systeme n,28497,0.0427,1.0
carotte puree,33412,0.955,1.0
carotte surgelee,40282,0.735,1.0
carotte surgelee crue,33318,0.731,1.0
carotte surgelee cuite,33400,0.945,1.0
carotte conventionnelle moyenne nationale,42053,0.0661,1.0
carottes rapees avec sauce,40284,1.04,1.0
carottes rapees avec sauce preemballees,44674,1.36,1.0
carpaccio de saumon avec marinade,33951,5.1,1.0
carpe crue,41506,6.64,1.0
