Nomenclature achat;"Famille d'achat
(N-0)";"Domaines d'achat
(N-1)";"Catégories d'achat
(N-2)";"Segments  d'achat
(N-3)";Sous-segment;Produit élémentaire;"Code des Catégories Homogènes 
de fournitures et prestations"
DA54DA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF DILATATION;TRACTUS DIGESTIF DILATATION PANCREAS;BOUGIE DILATATION PANCREAS;BOUGIE DILATATION PANCREAS;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA54DZ99;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF DILATATION;TRACTUS DIGESTIF DILATATION PANCREAS;TRACTUS DIGESTIF DILATATION PANCREAS AUTRE TECHNIQUE;TRACTUS DIGESTIF DILATATION PANCREAS AUTRE TECHNIQUE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA54GA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF DILATATION;TRACTUS DIGESTIF DILATATION DISPOSITIF POUR INFLATION;DISPOSITIF GONFLAGE BALLON;DISPOSITIF GONFLAGE BALLON;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA54ZZ99;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF DILATATION;TRACTUS DIGESTIF DILATATION AUTRE;TRACTUS DIGESTIF DILATATION AUTRE;TRACTUS DIGESTIF DILATATION AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA55AA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF DESOBSTRUCTION;TRACTUS DIGESTIF DESOBSTRUCTION BILIAIRE;DESOBSTRUCTION BILIAIRE CATHETER BALLON VOIE ENDOSCOPIQUE;CATHETER BALLON DESOBSTRUCTION ENDOSCOPIQUE BILIAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA55AA02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF DESOBSTRUCTION;TRACTUS DIGESTIF DESOBSTRUCTION BILIAIRE;DESOBSTRUCTION BILIAIRE CATHETER BALLON VOIE ENDOSCOPIQUE;CATHETER BALLON IRRIGATION ENDOSCOPIQUE BILIAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA55AB01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF DESOBSTRUCTION;TRACTUS DIGESTIF DESOBSTRUCTION BILIAIRE;DESOBSTRUCTION BILIAIRE CATHETER BALLON VOIE CHIRURGICALE;CATHETER BALLON DESOBSTRUCTION CHIRURGICALE BILIAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA55AB02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF DESOBSTRUCTION;TRACTUS DIGESTIF DESOBSTRUCTION BILIAIRE;DESOBSTRUCTION BILIAIRE CATHETER BALLON VOIE CHIRURGICALE;CATHETER BALLON IRRIGATION CHIRURGICALE BILIAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA55ZZ99;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF DESOBSTRUCTION;TRACTUS DIGESTIF DESOBSTRUCTION AUTRE;TRACTUS DIGESTIF DESOBSTRUCTION AUTRE;TRACTUS DIGESTIF DESOBSTRUCTION AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE OESOPHAGE;PROTHESE METAL EXPANSIVE COUVERTE ŒSOPHAGE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BA02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE OESOPHAGE;PROTHESE METAL EXPANSIVE NON COUVERTE ŒSOPHAGE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BA03;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE OESOPHAGE;PROTHESE METAL EXPANSIVE COUVERTE ANTIREFLUX ŒSOPHAGE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BA04;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE OESOPHAGE;PROTHESE NON METAL NON EXPANSIVE OESOPHAGE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BA05;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE OESOPHAGE;PROTHESE RESORBABLE EXPANSIVE OESOPHAGE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BB01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE ESTOMAC;PROTHESE ESTOMAC;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BC01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE DUODENUM;PROTHESE METAL EXPANSIVE COUVERTE DUODENUM;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BC02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE DUODENUM;PROTHESE METAL EXPANSIVE NON COUVERTE DUODENUM;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BD01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE COLON;PROTHESE METAL EXPANSIVE COUVERTE COLON;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BD02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE COLON;PROTHESE METAL EXPANSIVE NON COUVERTE COLON;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BE01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE BILIAIRE;PROTHESE METAL EXPANSIVE COUVERTE ENDOSCOP BILIAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BE02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE BILIAIRE;PROTHESE METAL EXPANSIVE NON COUVERTE ENDOSCOP BILIAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BE03;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE BILIAIRE;PROTHESE NON METAL NON EXPANSIVE ENDOSCOP BILIAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BE04;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE BILIAIRE;PROTHESE RADIO BILIAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BF01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE ENDOSCOPIQUE PANCREAS;PROTHESE ENDOSCOPIQUE PANCREAS;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BG01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE ENDOSCOPIQUE GRELE ;PROTHESE METAL EXPANSIVE COUVERTE GRELE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56BG02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE ENDOCANALAIRE;PROTHESE ENDOSCOPIQUE GRELE ;PROTHESE METAL EXPANSIVE NON COUVERTE GRELE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56CA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF;IMPLANT REFECTION PAROI TRACTUS DIGESTIF RESORBABLE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF RESORBABLE EVENTRATION;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56CA02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF;IMPLANT REFECTION PAROI TRACTUS DIGESTIF RESORBABLE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF RESORBABLE HERNIE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56CA03;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF;IMPLANT REFECTION PAROI TRACTUS DIGESTIF RESORBABLE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF RESORBABLE PROTECTION ORGANE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56CA99;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF;IMPLANT REFECTION PAROI TRACTUS DIGESTIF RESORBABLE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF RESORBABLE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56CB01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF;IMPLANT REFECTION PAROI TRACTUS DIGESTIF NON RESORBABLE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF NON RESORBABLE EVENTRATION;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56CB02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF;IMPLANT REFECTION PAROI TRACTUS DIGESTIF NON RESORBABLE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF NON RESORBABLE HERNIE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56CB03;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF;IMPLANT REFECTION PAROI TRACTUS DIGESTIF NON RESORBABLE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF NON RESORBABLE HERNIE ANATOMIQUE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56CB99;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF;IMPLANT REFECTION PAROI TRACTUS DIGESTIF NON RESORBABLE;IMPLANT REFECTION PAROI TRACTUS DIGESTIF NON RESORBABLE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA56ZZ99;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF PROTHESE;TRACTUS DIGESTIF PROTHESE AUTRE;TRACTUS DIGESTIF PROTHESE AUTRE;TRACTUS DIGESTIF PROTHESE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57CA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;DISPOSITIF ILEOSTOMIE;POCHE RECUEIL ILEOSTOMIE (OUVERTE) ;POCHE ILEOSTOMIE UNE PIECE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57CA02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;DISPOSITIF ILEOSTOMIE;POCHE RECUEIL ILEOSTOMIE (OUVERTE) ;POCHE ILEOSTOMIE DEUX PIECES;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57DA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;DISPOSITIF COLOSTOMIE;POCHE RECUEIL COLOSTOMIE (FERMEE);POCHE COLOSTOMIE UNE PIECE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57DA02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;DISPOSITIF COLOSTOMIE;POCHE RECUEIL COLOSTOMIE (FERMEE);POCHE COLOSTOMIE DEUX PIECES;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57EA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE DIGESTIVE ACCESSOIRE;SUPPORT POCHE RECUEIL;SUPPORT POCHE RECUEIL;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57EB01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE DIGESTIVE ACCESSOIRE;CLAMP STOMIE DIGESTIVE;CLAMP STOMIE DIGESTIVE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57EC01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE DIGESTIVE ACCESSOIRE;FILTRE STOMIE DIGESTIVE;FILTRE STOMIE DIGESTIVE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57ED01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE DIGESTIVE ACCESSOIRE;PROTECTEUR CUTANE STOMIE DIGESTIVE;PATE STOMIE DIGESTIVE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57ED02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE DIGESTIVE ACCESSOIRE;PROTECTEUR CUTANE STOMIE DIGESTIVE;POUDRE STOMIE DIGESTIVE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57ED03;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE DIGESTIVE ACCESSOIRE;PROTECTEUR CUTANE STOMIE DIGESTIVE;BAGUETTE STOMIE DIGESTIVE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57EE01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE DIGESTIVE ACCESSOIRE;CEINTURE STOMIE DIGESTIVE;CEINTURE STOMIE DIGESTIVE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57EZ99;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE DIGESTIVE ACCESSOIRE;STOMIE DIGESTIVE ACCESSOIRE AUTRE;STOMIE DIGESTIVE ACCESSOIRE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57FA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;SYSTEME IRRIGATION STOMIE;RESERvoir SYSTEME IRRIGATION STOMIE;RESERvoir SYSTEME IRRIGATION STOMIE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57FB01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;SYSTEME IRRIGATION STOMIE;TUBULURE SYSTEME IRRIGATION STOMIE;TUBULURE SYSTEME IRRIGATION STOMIE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57FC01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;SYSTEME IRRIGATION STOMIE;REGULATEUR DEBIT SYSTEME IRRIGATION STOMIE;REGULATEUR DEBIT SYSTEME IRRIGATION STOMIE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57FD01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;SYSTEME IRRIGATION STOMIE;CONE SYSTEME IRRIGATION STOMIE;CONE SYSTEME IRRIGATION STOMIE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57FE01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;SYSTEME IRRIGATION STOMIE;MANCHON SYSTEME IRRIGATION STOMIE;MANCHON SYSTEME IRRIGATION STOMIE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57FF01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;SYSTEME IRRIGATION STOMIE;ACCESSOIRE SYSTEME IRRIGATION STOMIE;PORTE-MANCHON SYSTEME IRRIGATION STOMIE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57FF02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;SYSTEME IRRIGATION STOMIE;ACCESSOIRE SYSTEME IRRIGATION STOMIE;CEINTURE SYSTEME IRRIGATION STOMIE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57FF03;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;SYSTEME IRRIGATION STOMIE;ACCESSOIRE SYSTEME IRRIGATION STOMIE;TAMPON ABSORBANT SYSTEME IRRIGATION STOMIE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57FF04;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;SYSTEME IRRIGATION STOMIE;ACCESSOIRE SYSTEME IRRIGATION STOMIE;MINI-POCHE SYSTEME IRRIGATION STOMIE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57FF99;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;SYSTEME IRRIGATION STOMIE;ACCESSOIRE SYSTEME IRRIGATION STOMIE;SYSTEME IRRIGATION STOMIE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57GA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE APPAREILLAGE POSTOPERATOIRE;APPAREILLAGE POSTOPERATOIRE POCHE;APPAREILLAGE POSTOPERATOIRE POCHE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57GB01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE APPAREILLAGE POSTOPERATOIRE;APPAREILLAGE POSTOPERATOIRE ACCESSOIRE;SUPPORT STOMIE APPAREILLAGE POSTOPERATOIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57GB02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE APPAREILLAGE POSTOPERATOIRE;APPAREILLAGE POSTOPERATOIRE ACCESSOIRE;BAGUETTE TRANSVERSE STOMIE APPAREILLAGE POSTOPERATOIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57GB03;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE APPAREILLAGE POSTOPERATOIRE;APPAREILLAGE POSTOPERATOIRE ACCESSOIRE;CONE D'ACCES AU DRAIN STOMIE APPAREILLAGE POSTOPERATOIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57GB04;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;STOMIE APPAREILLAGE POSTOPERATOIRE;APPAREILLAGE POSTOPERATOIRE ACCESSOIRE;COLLECTEUR STOMIE APPAREILLAGE POSTOPERATOIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA57ZZ99;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF APPAREILLAGE;TRACTUS DIGESTIF APPAREILLAGE AUTRE;TRACTUS DIGESTIF APPAREILLAGE AUTRE;TRACTUS DIGESTIF APPAREILLAGE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA58AA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRAITEMENT INCONTINENCE ANALE;TAMPON OBTURATEUR TRAITEMENT INCONTINENCE ANALE;TAMPON OBTURATEUR TRAITEMENT INCONTINENCE ANALE;TAMPON OBTURATEUR TRAITEMENT INCONTINENCE ANALE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA58BA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRAITEMENT INCONTINENCE ANALE;COLLECTEUR FECAL TRAITEMENT INCONTINENCE ANALE;COLLECTEUR AVEC POCHE ET SONDE TRAITEMENT INCONTINENCE ANALE;COLLECTEUR AVEC POCHE ET SONDE TRAITEMENT INCONTINENCE ANALE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA58BB01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRAITEMENT INCONTINENCE ANALE;COLLECTEUR FECAL TRAITEMENT INCONTINENCE ANALE;POCHE TRAITEMENT INCONTINENCE ANALE ;POCHE TRAITEMENT INCONTINENCE ANALE ;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA58ZZ99;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRAITEMENT INCONTINENCE ANALE;TRAITEMENT INCONTINENCE ANALE AUTRE;TRAITEMENT INCONTINENCE ANALE AUTRE;TRAITEMENT INCONTINENCE ANALE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA59AA01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF BIOPSIE;TRACTUS DIGESTIF BIOPSIE PINCE;TRACTUS DIGESTIF BIOPSIE PINCE GASTROSCOPE;PINCE BIOPSIE DIGESTIVE ADULTE GASTROSCOPE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA59AA02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF BIOPSIE;TRACTUS DIGESTIF BIOPSIE PINCE;TRACTUS DIGESTIF BIOPSIE PINCE GASTROSCOPE;PINCE BIOPSIE DIGESTIVE PEDIATRIQUE GASTROSCOPE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA59AB01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF BIOPSIE;TRACTUS DIGESTIF BIOPSIE PINCE;TRACTUS DIGESTIF BIOPSIE PINCE COLOSCOPE;PINCE BIOPSIE DIGESTIVE ADULTE COLOSCOPE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA59AB02;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF BIOPSIE;TRACTUS DIGESTIF BIOPSIE PINCE;TRACTUS DIGESTIF BIOPSIE PINCE COLOSCOPE;PINCE BIOPSIE DIGESTIVE PEDIATRIQUE COLOSCOPE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
DA59AC01;DISPOSITIFS MEDICAUX;TRACTUS DIGESTIF ET METABOLISME;TRACTUS DIGESTIF BIOPSIE;TRACTUS DIGESTIF BIOPSIE PINCE;TRACTUS DIGESTIF BIOPSIE PINCE DUODENOSCOPE;PINCE BIOPSIE DIGESTIVE DUODENOSCOPIE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR ABORD DIGESTIF
